,Location,Title,Price,Company,Summary,Salary_category
478,East London,Senior Specialist,30875,Natural England,"Collecting, monitoring and analysing data and evidence - Expert. We work closely with ecologists and social scientists to produce integrated products.",Low
479,London,Principal Data Scientist - Director level,90000,Datatech Analytics,Principal Data Scientist - £Competitive Salary – Plus Benefits – London – J10595. Develop a deep understanding of the data infrastructure and champion…,HighMid
480,United Kingdom,WW Process Operator (Above Ground),22560,Southern Water,Monitoring and recording of data to ensure statutory and regulatory compliance is met. WW Process Operator (Above Ground). Work Location / Base of Work.,Low
481,London,Quantitative Analyst,72500,The JM Group,"Financial Services Company is hiring for a Quantitative Analyst for their team based in London. Salary range is between £60K - £85K, depending on skills and…",LowMid
482,London,Fraud Modelling,70000,Harnham,"Work closely with data scientists, analysts, and client managers to optimise client platforms. Strong data analysis techniques and an interest in machine…",LowMid
483,London,Research Scientist,65000,Opus Recruitment Solutions, Data Scientist/ Security/ Python/ Machine Learning/ St Paul’s.Data Scientist/ Security/ Python/ Machine Learning/ St Paul’s.At least a Master (PhD.,LowMid
484,South Kensington,Research Associate in Polymer Synthesis and Drug Delivery,43897,Imperial College London, Undertake the associated data analysis and interpretation of data.Experience in data and image analysis.To ensure the validity and reliability of data at all…,Low
485,London,Senior Insights Analyst,70000,Babylon Health, Babylon is just getting started as a data driven organisation and this is an opportunity to be a key part of that process.We’re only as good as our people.,LowMid
486,London,MRC Postdoctoral Research Scientist LMS 1199,37279,Medical Research Council," To critically analyse and present data, ensuring reliability, reproducibility and statistical robustness.To present data at national and international meetings…",Low
487,London,Data Scientist - Machine Learning Lab,72500,Harnham, Experience of working with large volumes of data.Building machine learning and AI products in an established UK Data Lab.,LowMid
488,London,Lead Data Scientist,85000,Datatech Analytics, Lead Data Scientist - £Competitive Salary – Plus Benefits – London – J10106.This is an exciting opportunity to join this progressive and exciting employer who…,LowMid
489,Porton Down,Data Fusion Scientist - Return to Engineering,28000,STEM Returners,The programme provides a new group of returners a route back into engineering and a rewarding career as a Data Fusion Scientist at Porton Down Science Park in…,Low
490,London,"Principal Data Scientist - FS - London - £105,000 + Benefits",100000,Lawrence Harvey,"Principal Data Scientist - FS - London - £105,000 + Benefits. The Principal Data Scientist would also be involved in building the practice through identifying…",HighMid
491,London,Quantitative Developer – 80k,72500,Ampersand Consulting, A degree in a quantitative subject such as Physics or Maths.Strong numerical and statistical skills;Excellent analytical and problem-solving abilities;,LowMid
492,London,Data Engineer,70000,Tractable, Work closely with data scientists and researchers to maximise the impact of available data to the performance of our algorithms.Closing date: 24 October 2019.,LowMid
493,Aberdeen,Chair in Health Data Science,60905,University of Aberdeen," You will be an experienced and enthusiastic communicator about health data science, who will inspire and engage a wide range of audiences and support and mentor…",LowMid
494,Westminster,Head of Data Science Capability,63349,UK Government - Office for National Statistics, Our current programme has been in place since 2018 and is on track to train 500 data analysts and data scientists for government by 2021.,LowMid
495,London,Data Science,90000,Datatech Analytics," Undertake complex data analysis, hypothesis testing, data preparation, product prototyping and development of prognostic models.",HighMid
496,Hatfield,Data scientist,32500,Clinical Professionals," A large global pharmaceutical company is looking for someone to join their team as a data scientist.Have experience within bioinformatics, ideally in mass…",Low
497,London,Senior Data Scientist,55000,Clinical Professionals,A large contract research organisation is looking for someone to join their Data Science and Advanced Analytics team as a senior data scientist.,Low
498,London,Senior Data Scientist - NLP recommendations,65000,Harnham,As a Senior Data Scientist in this company you will focus on championing a data-driven approach to solving the company's toughest problems.,LowMid
499,Norwich NR4,Associate Practitioner Healthcare Scientist,22425,Norfolk and Norwich University Hospitals NHS Found...,"Assist in the education and training of Medical staff, Clinical Scientists, other Biomedical Scientists, Trainee Biomedical Scientists, MLA’s and visiting…",Low
500,Cheltenham,Lead Data Scientist – Attribution Reporting and Modelling,45000,UCAS,Embrace scrum methodology and work effectively in a self-organising team of data scientists. Work alongside and mentor other data scientists to research and…,Low
501,London,Data Scientist,47500,Blue Legal,Proven experience as a data scientist. A unique opportunity has arisen for a Data Scientist to join a global professional services institution whom are global…,Low
502,London,Client Growth Manager,40000,Applied,"We look for the wrong things, we’re biased, and we don’t follow the data. You can read about us in the New York Times, Harvard Business Review, TechCrunch and…",Low
503,London,Decision Scientist,40000,Datatech Analytics,Confident in handling & integrating qualitative data sets. The huge amount of data that is harnessed requires creativity to transform insight into truly…,Low
504,West Midlands,Associate Scientist – Radar & Electronic Warfare,35000,Thomas Search,Associate Scientist – Radar & Electronic Warfare. TS592 - Associate Scientist – Radar & Electronic Warfare. Undertaking complex signal processing to form images…,Low
505,London,Insights Product Manager,67500,Babylon Health,Motivated and technically capable product manager with knowledge of the data analytics/business intelligence field. We’re only as good as our people.,LowMid
506,Greenwich,Lecturer in Data Science,36474,University of Greenwich," The post would be ideally suited for a recent PhD in Data Science, or any area including significant expertise in applied statistics.",Low
507,Oxfordshire,Data Scientist,62500,Michael Page UK," Experience with building data products, either internal or consumer-facing.Experience working with unstructured data and Natural Language Processing Non…",LowMid
508,London,Data Science Consultant - R& Python,52500,Metrica Recruitment,Undoubtedly this opportunity will provide a great platform for an experienced Data Scientist to widen their skill-set across a variety of sectors.,Low
509,London,Backend Software Developer – Junior Level,37500,Turing Intelligence Technology,Implementing more advance & novel machine learning algorithms with our data scientist team from scratch). The data is transmitted over WebSockets.,Low
510,London,Artificial Intelligence Engineer / Data Scientist,80000,Deerfoot,"Data Engineer, Data Architect, Big Data Consultant, Data Scientist, Data Modeller, Big Data Analyst, AI Engineer. Latest Data Science platforms (e.g.",LowMid
511,London,Backend Python Data Pipeline Engineer,72500,Richard Wheeler Associates,"Backend Data Pipeline Engineer / Data Scientist / Data Engineer - Python, Linux, Hadoop / Hive / Spark. Backend Python Data Pipeline Engineer / Data Scientist –…",LowMid
512,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment,What you’ll be doing as a Data Scientist: Working with the other Data Scientist’s to develop models that are beneficial to improving the state of infrastructure…,Low
513,London,Machine Learning Engineer,45000,Oscar Technology," A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…",Low
514,Billingham,Research Scientist/Senior Research Scientist – Temporary,29706,Fujifilm Diosynth Biotechnologies," We currently have an opportunity for a Research Scientist/Senior Research Scientist to join the company, initially on a temporary basis to cover maternity leave…",Low
515,London,Senior Data Scientist,70000,Capita IT Resourcing, I am currently seeking a Senior Data Scientist to be based in London with my client who is a consultancy focusing purely on Data Science and Machine Learning…,LowMid
516,London,Data Scientist - Product,75000,Harnham," As a Data Scientist in this team, you will be focusing on applying machine learning products, using large data sets including real time and historical data.",LowMid
517,London,Data Scientist - Python,40000,Give A Grad A Go," Looking for Data Scientist Jobs in London?In this Data Scientist job, your responsibilities will include:In this Data Scientist job, you will be working for…",Low
518,London,Data Analyst,30000,Blue Pelican," Strong experience within data analysis, using tools such as Excel and SQL for data manipulation.Thinking innovatively around the use of data and how to solve…",Low
519,Oxford OX3,Research Assistant / Senior Research Assistant,31000,Nucleome Therapeutics Ltd,"We are looking for a highly motivated, organised, detail-oriented and proactive scientist with knowledge and experience in molecular biology.",Low
520,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment, What you’ll be doing as a Data Scientist:Working with the other Data Scientist’s to develop models that are beneficial to improving the state of infrastructure…,Low
521,Billingham,Research Scientist/Senior Research Scientist – Temporary,29706,Fujifilm Diosynth Biotechnologies,"Temporary 9-12 months (maternity cover). Fujifilm Diosynth Biotechnologies based in Billingham, Stockton-on-Tees specialise in developing manufacturing…",Low
522,London,Senior Data Scientist,70000,Capita IT Resourcing,I am currently seeking a Senior Data Scientist to be based in London with my client who is a consultancy focusing purely on Data Science and Machine Learning…,LowMid
523,London,Data Scientist - Product,75000,Harnham,"As a Data Scientist in this team, you will be focusing on applying machine learning products, using large data sets including real time and historical data.",LowMid
524,London,Data Scientist - Python,40000,Give A Grad A Go,"Looking for Data Scientist Jobs in London? In this Data Scientist job, your responsibilities will include: In this Data Scientist job, you will be working for…",Low
525,Billingham,Research Scientist/Senior Research Scientist – Temporary,29706,Fujifilm Diosynth Biotechnologies,"Research Scientist/Senior Research Scientist. Grade: 30-32 (depending on experience). Salary £23,012- £36,400. Temporary 9-12 months (maternity cover).",Low
526,London,Senior Data Scientist - Experimentation,75000,Harnham," Current projects include using big data to develop recommender systems in real-time, using Spark.The successful Senior Data Scientist will have industrial…",LowMid
527,London,Senior Data Scientist - AI/ML Healthcare Analytics - London,67500,Lawrence Harvey," Knolwedge of healthcare data, biostatistics or experience in bioinformatics.As a Senior Data Scientist you will join an established team utilising one of the…",LowMid
528,London,Data Analyst,30000,Blue Pelican,"Strong experience within data analysis, using tools such as Excel and SQL for data manipulation. Skilled in the use of data insights; £25k - £35k plus benefits.",Low
529,London,Data Analyst,30000,Blue Pelican," Strong experience within data analysis, using tools such as Excel and SQL for data manipulation.Skilled in the use of data insights;£25k - £35k plus benefits.",Low
530,London,Machine Learning Engineer,45000,Oscar Technology,"A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…",Low
531,Billingham,Research Scientist/Senior Research Scientist – Temporary,29706,Fujifilm Diosynth Biotechnologies,"Research Scientist/Senior Research Scientist. 30-32 (depending on experience). Salary £23,012- £36,400. Temporary 9-12 months (maternity cover).",Low
532,London,Senior Data Scientist,70000,Capita IT Resourcing,Primary responsibilities will be developing and implementing algorithmic tolls to gain insights from costumers data.,LowMid
533,London,Data Scientist - Product,75000,Harnham,"Using SQL for data manipulation. The successful data scientist will have industrial experience using machine learning techniques, in Python, for forecasting.",LowMid
534,London,Data Scientist - Python,40000,Give A Grad A Go,"Reviewing, analysing and managing large amounts of industry and company data. Using your data knowledge to make and rigorously test hypotheses to improve the…",Low
535,London,Senior Data Scientist - modelling,75000,Harnham,The successful Senior Data Scientist will have extensive knowledge and commercial use of SQL and Python/R. A well-known global retailer is drastically building…,LowMid
536,London,Data Scientist - NLP,67500,Harnham,"As a Data Scientist you will be: Helping the business define Data Science strategy and working on new ways to make the most of data. £75,000 + Bonus + Benefits.",LowMid
537,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment,"What you’ll be doing as a Data Scientist: If so, this is the perfect opportunity for you to progress as a Data Scientist.",Low
538,London,Lead Data Scientist - Executing Strategy,115000,Harnham,"Lead Data Scientist - Executing Strategy. As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies.",High
539,London,Lead Data Scientist - Executing Strategy,115000,Harnham,"As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies. Lead Data Scientist - Executing Strategy.",High
540,London,Junior Quantitative Analyst,47500,Bettor Believe,"The research team manage and model sports betting data, analysing large volumes of structured data in order to extract knowledge and derive trading algorithms.",Low
541,London,Senior Data Scientist - Experimentation,75000,Harnham,The successful Senior Data Scientist will have industrial experience working with big data to solve business problems to scale.,LowMid
542,London,Senior Data Scientist - AI/ML Healthcare Analytics - London,67500,Lawrence Harvey,"Proven successful experience in a similar role as a Data Scientist. This will see the successful Data Scientist gathering requirements, shaping & modelling data…",LowMid
543,Leeds,Research Assistant,27993,Leeds Beckett University,You will also be familiar with handling large data sets and undertaking statistical analysis. You will support research leaders in undertaking building…,Low
544,London,Data Analyst,30000,Blue Pelican," Strong experience within data analysis, using tools such as Excel and SQL for data manipulation.Skilled in the use of data insights;",Low
545,Buxton,GIS Scientist/Analyst,32496,UK Government - Health and Safety Executive," Developing new analytical and data management techniques that can be utilised by the wider team, including guidance and training.",Low
546,Falmer,Admin Assistant,21927,Southern Water,"Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers; Working for us, you will:",Low
547,London,Senior Data Scientist - modelling,75000,Harnham," A well-known global retailer is drastically building out their data science function, they're investing heavily into being the leaders in data and analytics…",LowMid
548,London,Data Scientist - NLP,67500,Harnham, Making sense of complex unstructured data sets.Helping the business define Data Science strategy and working on new ways to make the most of data.,LowMid
549,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment," £24,000 - £26,000 per annum.Are you just finishing or have recently finished University studying a STEM related degree and are considering your first…",Low
550,Oxford OX3,Research Assistant / Senior Research Assistant,31000,Nucleome Therapeutics Ltd," We are looking for a highly motivated, organised, detail-oriented and proactive scientist with knowledge and experience in molecular biology.",Low
551,London,Data Analyst,30000,Blue Pelican,"Strong experience within data analysis, using tools such as Excel and SQL for data manipulation. Skilled in the use of data insights;",Low
552,Buxton,GIS Scientist/Analyst,32496,UK Government - Health and Safety Executive,"Developing new analytical and data management techniques that can be utilised by the wider team, including guidance and training.",Low
553,London W6,Data Scientist,62500,causaLens,"This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…",LowMid
554,London,Senior Data Scientist - London,75000,Smartlytics Consultancy Limited,"Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc.",LowMid
555,London,Senior Data Scientist - modelling,75000,Harnham,"A well-known global retailer is drastically building out their data science function, they're investing heavily into being the leaders in data and analytics…",LowMid
556,Falmer,Admin Assistant,21927,Southern Water,"Our engineers, scientists, technicians, customer and corporate service teams work together to provide water and wastewater services to more than 4.6 million…",Low
557,London,Data Scientist - NLP,67500,Harnham,Making sense of complex unstructured data sets. Helping the business define Data Science strategy and working on new ways to make the most of data.,LowMid
558,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment,"£24,000 - £26,000 per annum. Are you just finishing or have recently finished University studying a STEM related degree and are considering your first…",Low
559,London,Lead Data Scientist - Executing Strategy,115000,Harnham," Lead Data Scientist - Executing Strategy.As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies.",High
560,London,Senior Data Scientist - Experimentation,75000,Harnham, The successful Senior Data Scientist will have industrial experience working with big data to solve business problems to scale.,LowMid
561,London,Senior Data Scientist - AI/ML Healthcare Analytics - London,67500,Lawrence Harvey," Proven successful experience in a similar role as a Data Scientist.This will see the successful Data Scientist gathering requirements, shaping & modelling data…",LowMid
562,Leeds,Research Assistant,27993,Leeds Beckett University, You will also be familiar with handling large data sets and undertaking statistical analysis.You will support research leaders in undertaking building…,Low
563,London,Private Equity Data Scientist,45000,Capricorn Capital Partners UK,We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data.,Low
564,London W6,Data Scientist,62500,causaLens,We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series.,LowMid
565,London,Senior Data Scientist / Machine Learning Engineer,50000,decisionLab Ltd,We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…,Low
566,London,Senior Data Scientist - London,75000,Smartlytics Consultancy Limited,"Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. AWS, Azure or GCP experience.",LowMid
567,Oxford OX3,Research Assistant / Senior Research Assistant,31000,Nucleome Therapeutics Ltd,"We are building a passionate, creative and dedicated multi-disciplinary team of scientists with expertise in gene regulation, genomics, machine learning, data…",Low
568,Liverpool,Research Assistant,31486,Liverpool School of Tropical Medicine,"The successful individual must also be able to effectively liaise with collaborators and team members from different cultures, and be capable of diligently…",Low
569,Oxford OX3,Research Assistant / Senior Research Assistant,31000,Nucleome Therapeutics Ltd," We are building a passionate, creative and dedicated multi-disciplinary team of scientists with expertise in gene regulation, genomics, machine learning, data…",Low
570,Liverpool,Research Assistant,31486,Liverpool School of Tropical Medicine," The successful individual must also be able to effectively liaise with collaborators and team members from different cultures, and be capable of diligently…",Low
571,London W6,Data Scientist,62500,causaLens," This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…",LowMid
572,London,Senior Data Scientist - London,75000,Smartlytics Consultancy Limited," Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.E.g. regression, k-means, etc.",LowMid
573,London,Lead Data Scientist - Executing Strategy,115000,Harnham," As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies.Lead Data Scientist - Executing Strategy.",High
574,London,Junior Quantitative Analyst,47500,Bettor Believe," The research team manage and model sports betting data, analysing large volumes of structured data in order to extract knowledge and derive trading algorithms.",Low
575,London,Private Equity Data Scientist,45000,Capricorn Capital Partners UK, We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data.,Low
576,London W6,Data Scientist,62500,causaLens, We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series.,LowMid
577,London,Senior Data Scientist / Machine Learning Engineer,50000,decisionLab Ltd, We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…,Low
578,London,Senior Data Scientist - London,75000,Smartlytics Consultancy Limited," Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience.",LowMid
579,London,Senior Data Scientist - modelling,75000,Harnham, The successful Senior Data Scientist will have extensive knowledge and commercial use of SQL and Python/R.A well-known global retailer is drastically building…,LowMid
580,Falmer,Admin Assistant,21927,Southern Water," Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers;Working for us, you will:",Low
581,London,Data Scientist - NLP,67500,Harnham," As a Data Scientist you will be:Helping the business define Data Science strategy and working on new ways to make the most of data.£75,000 + Bonus + Benefits.",LowMid
582,Yorkshire,Graduate Data Scientist,25000,kdr Recruitment," What you’ll be doing as a Data Scientist:If so, this is the perfect opportunity for you to progress as a Data Scientist.",Low
